Time,R1,R2,R3,R4,Ave,SD
233.5,528.597,529.913,543.126,544.586,536.5555,8.467997185
234,528.57,529.835,543.011,544.577,536.49825,8.464399226
234.5,528.486,529.868,543.18,544.534,536.517,8.512226892
235,528.499,529.842,543.336,544.466,536.53575,8.534789682
235.5,528.423,529.779,543.55,544.576,536.582,8.666163126
236,528.419,529.758,543.839,544.535,536.63775,8.738866646
236.5,528.596,529.788,543.993,544.491,536.717,8.705112176
237,528.651,529.763,544.049,544.449,536.728,8.697893155
237.5,528.649,529.763,544.258,544.335,536.75125,8.72442267
238,528.69,529.754,544.329,544.415,536.797,8.757706054
238.5,528.629,529.739,544.332,544.423,536.78075,8.783746975
239,528.662,529.752,544.35,545.355,537.02975,9.053189728
239.5,528.608,529.755,544.386,546.947,537.424,9.586316463
240,528.713,529.736,544.273,548.465,537.79675,10.05391428
240.5,528.77,529.673,544.281,549.547,538.06775,10.44505687
241,528.666,529.657,544.295,550.557,538.29375,10.85801275
241.5,528.741,529.634,544.256,551.51,538.53525,11.19867109
242,528.745,529.629,544.223,552.144,538.68525,11.44011743
242.5,528.734,529.69,544.196,552.227,538.71175,11.45551467
243,528.779,529.689,544.155,552.133,538.689,11.39921623
243.5,528.82,529.706,544.136,552.174,538.709,11.39597713
244,528.94,529.727,544.09,552.184,538.73525,11.35249921
244.5,528.843,529.743,544.122,552.129,538.70925,11.35963733
245,528.865,529.711,544.102,552.092,538.6925,11.34396152
245.5,528.801,529.765,544.053,552.091,538.6775,11.34013361
246,528.822,529.827,544.028,551.991,538.667,11.27443897
246.5,528.749,529.92,544.087,551.881,538.65925,11.23777393
247,528.719,529.982,544.194,551.882,538.69425,11.24830228
247.5,528.687,530.079,544.213,551.895,538.7185,11.24102064
248,528.739,530.175,544.161,551.821,538.724,11.16360163
248.5,531.491,530.206,544.305,551.739,539.43525,10.38246748
249,532.242,530.192,544.414,551.679,539.63175,10.19351808
249.5,532.318,530.134,544.413,551.646,539.62775,10.18005705
250,532.354,530.186,545.059,551.753,539.838,10.3020617
